AGE,ACCESSIBILITY,EDUCATION_LEVEL,EMPLOYMENT,GENDER,MENTAL_HEALTH,MAIN_BRANCH,YEARS_CODE,YEARS_CODE_PRO,COMPUTER_SKILLS,EMPLOYED
<35,No,Undergraduate,1,Man,0,Dev,6,2,6,0
>35,No,Undergraduate,1,Man,0,NotDev,26,23,13,1
<35,No,Master,1,Man,0,Dev,6,1,24,1
<35,No,Undergraduate,1,Man,0,Dev,5,2,27,1
>35,No,Other,1,Man,0,Dev,27,23,22,1
>35,No,PhD,0,Man,0,Dev,35,30,23,1
<35,No,Undergraduate,1,Man,0,Dev,6,2,16,0
>35,No,Master,1,Man,0,Dev,25,17,13,1
>35,No,Master,0,Man,0,Dev,14,9,14,1
<35,No,Master,1,Man,0,Dev,8,5,11,1
<35,No,Master,1,Man,0,Dev,14,10,8,0
<35,No,Undergraduate,0,Man,0,Dev,18,12,19,1
>35,No,Master,1,Man,0,Dev,37,34,9,1
>35,No,Other,1,Man,0,Dev,35,30,15,1
>35,No,Master,1,Man,0,Dev,20,15,4,0
>35,No,Other,1,Man,0,Dev,38,25,22,1
>35,No,Master,1,Man,0,Dev,40,37,10,0
<35,No,Undergraduate,1,Man,0,Dev,13,7,15,0
<35,No,Other,1,Man,0,Dev,5,2,18,0
>35,No,Other,1,Man,1,Dev,22,17,21,1
>35,No,Undergraduate,1,Man,0,NotDev,16,9,19,1
>35,No,Master,0,Man,0,Dev,22,20,5,0
<35,No,Other,0,Man,0,Dev,7,4,16,1
<35,No,Undergraduate,1,Man,0,Dev,2,2,8,0
>35,No,Master,0,Man,0,Dev,30,26,6,0
>35,No,Undergraduate,1,Man,1,Dev,13,10,13,1
<35,No,Undergraduate,1,Man,0,Dev,4,2,13,1
>35,No,Undergraduate,1,Man,0,Dev,22,22,24,0
<35,No,Master,0,Man,0,Dev,16,12,21,1
<35,No,Undergraduate,1,Man,0,Dev,12,8,9,0
<35,No,Master,1,Man,0,Dev,7,4,5,1
<35,No,Master,1,Man,1,Dev,9,8,1,0
<35,No,Undergraduate,1,Man,0,Dev,2,0,13,0
<35,No,Undergraduate,1,Man,0,Dev,5,4,10,0
<35,No,Master,1,Man,1,Dev,8,3,20,1
<35,No,Undergraduate,1,Man,0,Dev,6,3,6,0
>35,No,Master,1,Man,0,Dev,14,14,20,1
>35,No,PhD,1,Man,0,Dev,18,13,11,0
<35,No,Master,1,Woman,1,Dev,10,7,10,0
>35,No,Undergraduate,1,Man,0,Dev,27,12,1,0
<35,No,Master,1,Man,0,Dev,9,3,4,0
>35,Yes,Undergraduate,1,Woman,0,Dev,17,15,11,1
<35,No,Undergraduate,1,Woman,0,Dev,3,3,14,0
<35,No,Undergraduate,0,Man,0,Dev,10,4,12,1
<35,No,Undergraduate,1,Man,0,Dev,6,1,17,1
<35,No,Other,1,Man,1,Dev,5,3,5,0
<35,No,Undergraduate,1,Man,0,Dev,12,6,13,1
<35,No,Other,1,Man,1,Dev,7,5,18,1
<35,No,NoHigherEd,1,Man,0,Dev,4,2,13,1
>35,No,Other,1,Man,0,NotDev,25,25,24,1
>35,No,Other,0,Man,1,Dev,41,38,17,1
<35,No,Other,1,Man,1,Dev,14,7,13,1
>35,No,Undergraduate,1,Man,1,Dev,11,7,13,1
<35,No,Undergraduate,1,Man,0,Dev,3,1,11,0
<35,No,Other,0,Man,0,Dev,9,9,33,1
>35,No,Undergraduate,1,Man,0,Dev,30,27,8,1
<35,No,Master,1,Woman,1,Dev,6,4,4,0
<35,No,Undergraduate,1,Man,0,Dev,9,5,12,1
>35,No,Master,1,Man,0,Dev,24,15,22,1
<35,No,Undergraduate,1,Man,0,Dev,10,3,14,0
<35,No,Master,1,Man,0,Dev,10,6,10,1
<35,No,Undergraduate,1,Man,0,Dev,9,5,9,0
<35,No,Other,1,Man,0,NotDev,8,4,14,1
<35,No,Undergraduate,0,Man,0,Dev,15,15,24,1
<35,No,Other,1,Man,0,Dev,15,9,11,0
<35,No,Master,1,Man,0,Dev,15,9,6,0
<35,No,Undergraduate,1,Man,1,Dev,5,1,29,1
<35,No,Undergraduate,1,Man,1,Dev,6,2,17,0
>35,No,NoHigherEd,1,Man,0,Dev,23,15,12,1
>35,No,Undergraduate,1,Man,0,Dev,26,13,20,1
<35,No,Master,1,Man,0,Dev,8,2,17,1
<35,No,Master,1,Man,0,Dev,12,8,6,1
<35,No,Master,1,Man,1,Dev,2,2,13,0
>35,No,Undergraduate,1,Man,0,Dev,24,21,4,0
>35,No,Undergraduate,1,NonBinary,0,Dev,40,30,12,1
>35,No,PhD,1,Man,0,NotDev,38,22,14,0
<35,No,Other,1,Man,0,Dev,16,10,32,1
>35,No,NoHigherEd,0,Man,0,Dev,25,20,10,0
>35,No,Other,1,Man,0,Dev,27,23,7,0
>35,No,Other,1,Man,0,Dev,22,20,16,1
<35,No,PhD,0,Man,0,NotDev,7,3,9,0
>35,No,Master,1,Man,1,Dev,22,18,15,1
<35,No,Master,1,Man,0,Dev,12,4,15,0
<35,No,Undergraduate,1,Man,1,Dev,6,2,14,1
<35,No,NoHigherEd,1,Man,1,Dev,3,1,18,1
<35,No,Undergraduate,1,Man,0,Dev,5,3,15,1
<35,No,Master,1,Man,0,Dev,1,0,8,0
<35,No,Master,1,Man,0,Dev,11,9,18,1
>35,No,Other,1,Man,0,Dev,12,8,10,1
>35,No,Undergraduate,1,Man,0,Dev,18,16,10,1
<35,No,Undergraduate,1,Man,0,Dev,17,13,14,0
>35,No,Undergraduate,1,Man,0,Dev,25,16,11,0
>35,No,Master,1,Man,1,Dev,30,20,18,0
<35,No,Undergraduate,1,Man,0,Dev,12,4,18,1
<35,No,Master,1,Man,0,Dev,22,16,6,0
>35,No,Undergraduate,1,Man,0,Dev,23,17,17,1
<35,No,Undergraduate,1,Man,0,Dev,8,3,9,0
>35,Yes,Master,1,Man,1,Dev,40,35,5,0
>35,No,Undergraduate,1,Man,1,Dev,30,23,11,0
<35,No,Undergraduate,1,Man,0,NotDev,1,1,1,0
<35,No,Undergraduate,1,Man,0,Dev,7,6,12,1
>35,No,Other,0,Man,0,Dev,11,9,4,0
<35,No,Undergraduate,1,Woman,0,Dev,5,3,12,0
>35,No,Undergraduate,1,Man,0,Dev,20,9,15,0
<35,No,Master,0,Man,0,Dev,10,6,17,0
<35,No,Other,1,Man,1,Dev,20,10,25,1
<35,No,Master,1,Man,1,Dev,10,6,25,1
<35,No,NoHigherEd,1,Man,0,Dev,11,7,17,1
<35,No,Undergraduate,1,Woman,0,Dev,8,7,5,1
<35,No,Master,1,Man,1,Dev,12,2,17,1
<35,No,NoHigherEd,1,Man,0,Dev,15,12,12,1
>35,No,Undergraduate,1,Man,0,Dev,28,23,26,1
>35,No,Undergraduate,1,Man,0,Dev,33,22,6,0
<35,No,Undergraduate,1,Man,0,Dev,14,10,14,1
>35,No,Master,1,Man,0,Dev,37,25,6,0
<35,No,Other,1,Man,0,Dev,10,6,13,0
>35,No,Undergraduate,0,Man,0,Dev,22,18,16,1
>35,No,Undergraduate,1,Man,0,Dev,12,8,10,0
<35,No,NoHigherEd,1,Man,0,Dev,6,5,6,0
<35,No,Undergraduate,1,Man,1,Dev,8,4,18,0
>35,No,Master,1,Man,1,NotDev,12,5,6,0
<35,No,Other,1,Man,0,Dev,15,11,5,0
<35,No,NoHigherEd,1,Man,0,Dev,5,3,15,1
<35,No,Undergraduate,1,Man,0,Dev,10,7,15,1
<35,No,Undergraduate,1,Man,0,Dev,3,1,10,0
>35,No,Undergraduate,1,Man,1,NotDev,25,13,12,0
<35,No,Master,0,Man,0,Dev,8,3,28,1
>35,No,Master,1,Man,0,Dev,30,24,26,1
>35,No,NoHigherEd,0,Man,0,Dev,22,17,14,1
<35,No,Undergraduate,1,Man,0,Dev,15,12,17,1
<35,No,Undergraduate,0,Man,0,Dev,7,5,18,1
>35,No,Undergraduate,1,Man,0,Dev,23,16,20,1
<35,No,Undergraduate,1,Man,0,NotDev,4,1,9,0
<35,No,Undergraduate,1,Man,0,Dev,6,2,24,1
<35,No,Master,1,Man,0,Dev,12,4,34,1
<35,No,Master,1,Man,0,Dev,12,2,22,0
>35,No,NoHigherEd,1,Man,0,NotDev,10,4,7,0
<35,No,Undergraduate,1,Man,1,Dev,8,3,16,1
>35,No,Undergraduate,1,Man,0,Dev,40,37,5,0
>35,No,Master,1,Man,0,NotDev,20,15,12,0
<35,No,Undergraduate,1,Man,0,Dev,2,1,6,0
>35,No,Master,1,Man,0,Dev,32,27,11,0
>35,No,NoHigherEd,1,Man,1,NotDev,29,29,10,0
<35,No,Undergraduate,1,Man,0,Dev,12,7,4,0
>35,No,Other,1,Man,1,Dev,24,17,24,1
>35,No,Undergraduate,1,Man,0,Dev,19,15,21,1
<35,No,Undergraduate,1,Man,1,Dev,15,11,0,0
<35,No,Undergraduate,1,Man,0,Dev,11,3,16,1
>35,No,Other,1,Man,0,Dev,17,14,17,1
>35,No,Undergraduate,1,Man,1,Dev,25,20,17,1
>35,No,Master,1,Man,0,Dev,24,20,6,0
<35,No,Master,1,Man,0,Dev,10,6,26,1
>35,No,Undergraduate,1,Man,0,Dev,24,20,3,0
<35,No,Undergraduate,1,Man,0,Dev,5,2,24,1
<35,No,Undergraduate,1,Woman,0,Dev,1,0,19,1
<35,No,Other,1,Man,0,Dev,15,7,19,0
>35,No,Other,0,Man,0,Dev,35,25,15,1
<35,No,Other,0,Man,0,Dev,8,5,11,1
<35,No,Undergraduate,1,Man,0,Dev,8,3,23,0
<35,No,Undergraduate,1,Man,0,Dev,11,6,33,1
>35,No,Undergraduate,1,Woman,1,Dev,18,18,3,0
<35,No,Undergraduate,1,Man,1,Dev,9,2,6,0
<35,No,Master,1,Man,0,Dev,8,5,10,0
<35,No,Undergraduate,1,Man,0,Dev,8,3,5,0
>35,No,PhD,1,Man,0,Dev,29,26,11,1
<35,No,Undergraduate,1,Man,0,Dev,12,8,40,1
>35,No,Master,1,Man,0,Dev,37,27,7,1
<35,No,Master,1,Man,0,Dev,12,6,14,1
<35,No,Undergraduate,1,Man,0,Dev,12,10,18,1
>35,No,Undergraduate,1,NonBinary,1,Dev,20,20,14,1
>35,No,Master,1,Man,0,Dev,34,29,27,1
<35,No,Undergraduate,1,Man,0,Dev,10,6,19,1
<35,No,PhD,0,Man,0,Dev,20,7,5,0
>35,No,Undergraduate,1,Man,0,Dev,22,17,17,1
<35,No,Undergraduate,0,Man,0,Dev,8,5,20,1
<35,No,Other,1,NonBinary,1,Dev,10,5,6,0
<35,No,Master,1,Man,0,Dev,10,6,11,1
>35,No,Undergraduate,1,Man,1,Dev,42,39,8,0
<35,No,Undergraduate,1,Man,1,Dev,8,2,10,0
<35,Yes,Undergraduate,1,Man,1,Dev,12,5,10,0
<35,No,NoHigherEd,1,Man,0,NotDev,5,5,13,0
>35,No,Master,1,Man,0,Dev,20,7,13,0
<35,No,Other,1,Man,0,Dev,12,6,17,0
>35,No,Undergraduate,1,Man,1,Dev,18,13,7,0
<35,No,Undergraduate,1,Man,0,Dev,16,10,19,1
<35,No,NoHigherEd,1,Man,0,Dev,1,0,5,0
<35,No,Master,1,Man,0,NotDev,2,0,3,0
>35,No,Undergraduate,1,Man,0,Dev,15,12,10,1
<35,No,Undergraduate,1,Man,0,Dev,6,3,5,0
<35,No,PhD,1,Man,0,Dev,15,5,15,1
<35,No,Undergraduate,1,Man,0,Dev,10,5,7,1
<35,No,PhD,1,Man,0,NotDev,12,7,8,0
<35,No,Other,1,Woman,1,Dev,12,3,6,0
<35,No,Master,1,Man,0,Dev,14,10,11,1
>35,No,Undergraduate,1,Man,0,Dev,25,21,20,1
<35,No,Undergraduate,0,Man,0,Dev,2,1,17,1
>35,No,Undergraduate,0,Man,0,Dev,22,18,19,1
>35,Yes,Other,1,Man,0,Dev,17,11,21,1
<35,No,Undergraduate,1,Man,0,Dev,12,8,7,0
<35,No,Undergraduate,1,Man,0,Dev,10,6,18,0
>35,No,Undergraduate,1,Man,0,Dev,17,8,6,0
<35,No,PhD,1,Man,0,Dev,15,9,12,1
<35,No,Undergraduate,1,Man,1,Dev,6,2,5,0
>35,No,Master,1,Man,0,Dev,25,16,20,0
>35,No,Undergraduate,1,Man,1,Dev,22,12,15,1
<35,No,Master,0,Man,0,Dev,5,7,5,0
<35,No,Master,0,Man,0,Dev,13,9,13,0
<35,No,Master,1,Man,0,Dev,12,5,14,0
<35,No,Master,1,Man,0,Dev,12,0,28,1
>35,No,Undergraduate,1,Man,0,Dev,15,10,7,0
<35,No,Master,1,Man,0,Dev,9,3,8,0
>35,No,Master,1,NonBinary,0,NotDev,20,10,16,1
<35,No,Undergraduate,1,Man,0,Dev,5,2,18,1
<35,No,Other,1,Man,0,Dev,15,6,36,1
>35,No,Other,1,Man,0,Dev,16,15,8,0
>35,No,Undergraduate,1,Man,0,Dev,24,19,4,0
<35,No,Other,1,Man,0,Dev,17,7,21,1
<35,No,Undergraduate,1,Man,0,Dev,4,2,19,1
<35,No,Master,0,Man,0,Dev,15,12,15,1
<35,No,Master,1,Man,0,Dev,15,10,18,1
<35,No,Undergraduate,1,Man,1,Dev,15,9,15,1
>35,No,NoHigherEd,1,Man,0,Dev,25,23,29,1
>35,No,Undergraduate,0,Man,1,Dev,41,39,20,1
<35,No,Undergraduate,0,Man,0,Dev,10,4,13,1
<35,No,Undergraduate,1,Woman,0,Dev,2,1,9,0
<35,No,Master,1,Man,0,Dev,14,5,10,1
<35,No,Master,1,Man,0,NotDev,9,0,15,0
>35,No,NoHigherEd,0,Man,1,Dev,30,25,5,0
>35,No,Undergraduate,1,Man,0,NotDev,35,33,10,1
>35,No,PhD,1,Man,0,Dev,18,12,29,1
>35,No,Undergraduate,1,Man,0,Dev,18,13,15,0
<35,No,Undergraduate,1,Man,0,Dev,5,4,9,0
>35,No,Undergraduate,1,Woman,1,Dev,10,5,3,0
<35,No,Undergraduate,1,Man,0,Dev,4,2,22,1
<35,No,Undergraduate,0,Man,0,Dev,8,5,19,1
>35,No,Master,1,Man,0,Dev,38,37,9,0
>35,No,NoHigherEd,1,Woman,0,Dev,20,8,25,1
<35,No,Undergraduate,0,Man,0,NotDev,5,1,27,1
<35,No,Undergraduate,1,Man,0,Dev,11,6,13,0
>35,No,Undergraduate,0,Man,0,Dev,20,10,17,1
<35,No,Undergraduate,1,Man,0,NotDev,2,2,6,0
<35,Yes,NoHigherEd,0,Woman,1,Dev,10,0,6,0
<35,No,Undergraduate,1,Man,0,Dev,4,0,12,0
<35,No,Master,1,Man,0,Dev,9,1,17,0
>35,No,PhD,1,Man,0,Dev,20,11,23,1
>35,No,Undergraduate,1,Man,0,Dev,19,19,18,1
>35,No,Master,0,Man,0,Dev,22,17,47,1
>35,No,Master,1,Man,0,Dev,40,22,33,1
<35,No,Other,0,Man,0,Dev,6,3,21,1
<35,No,NoHigherEd,1,Man,1,Dev,11,0,17,1
<35,No,Undergraduate,1,Man,0,Dev,25,13,24,1
>35,No,Undergraduate,1,NonBinary,0,Dev,26,22,22,1
<35,No,Undergraduate,1,Man,1,Dev,8,6,7,1
>35,No,Master,1,NonBinary,0,Dev,30,12,13,0
<35,No,Master,0,Man,0,Dev,20,14,21,1
<35,No,Master,1,Man,0,Dev,7,0,19,0
<35,No,PhD,1,Man,0,NotDev,10,7,10,0
<35,No,Undergraduate,1,Man,0,Dev,8,2,15,0
>35,No,Master,1,Man,0,Dev,13,13,15,0
<35,No,Undergraduate,1,Man,1,Dev,7,3,6,0
<35,No,Undergraduate,1,Man,0,Dev,7,4,16,1
>35,No,Master,0,Man,0,Dev,22,20,13,0
>35,No,Undergraduate,1,Man,0,Dev,10,10,14,1
<35,Yes,PhD,1,Man,1,NotDev,20,4,7,0
<35,No,PhD,1,Man,0,Dev,20,4,6,0
>35,No,Undergraduate,1,Man,1,Dev,9,9,6,0
<35,No,Other,1,Man,0,Dev,3,0,11,0
>35,No,Other,1,Man,0,Dev,24,17,12,1
>35,No,Master,1,Man,0,Dev,18,14,22,1
>35,No,Other,1,Man,0,Dev,22,20,17,1
<35,No,Master,1,Man,0,Dev,15,2,11,1
>35,No,PhD,1,Man,0,NotDev,36,36,2,0
>35,No,Master,1,Man,1,Dev,34,24,7,0
<35,No,PhD,1,Man,0,Dev,13,6,23,1
<35,No,Master,1,Man,0,Dev,7,3,14,1
<35,No,Other,0,Man,0,Dev,10,4,20,1
>35,No,Master,1,Man,0,Dev,19,16,22,1
<35,No,Undergraduate,1,Man,1,Dev,13,10,17,1
<35,No,Master,1,Man,0,Dev,13,8,9,0
<35,No,Undergraduate,1,Man,0,Dev,8,4,5,0
<35,No,Master,1,Man,1,Dev,5,3,16,1
<35,No,Undergraduate,1,Man,0,Dev,10,8,21,1
>35,No,Master,1,Man,0,Dev,23,21,8,0
>35,No,Master,1,Man,0,Dev,22,20,17,0
<35,No,Undergraduate,1,Man,0,Dev,4,1,12,1
<35,No,Undergraduate,1,Man,0,Dev,7,4,21,0
<35,No,Other,1,Man,1,Dev,5,1,3,0
<35,No,Undergraduate,0,Man,0,Dev,5,2,11,1
>35,No,Undergraduate,1,Man,0,Dev,6,3,3,0
>35,No,Undergraduate,1,Man,0,Dev,29,25,18,1
<35,No,Master,1,Man,0,Dev,7,5,19,1
>35,No,Master,1,Man,0,Dev,45,36,2,0
<35,No,Undergraduate,1,Man,0,Dev,5,3,12,1
>35,No,Master,1,Man,0,Dev,24,12,16,1
<35,No,Master,1,Man,0,Dev,16,10,18,1
>35,Yes,Other,1,Man,0,Dev,30,22,24,1
>35,No,Undergraduate,1,Man,0,Dev,16,13,10,0
>35,No,Master,1,Man,0,Dev,32,25,25,1
<35,No,Master,1,Man,0,NotDev,19,15,13,1
<35,No,Undergraduate,1,Man,0,Dev,11,6,28,1
<35,No,NoHigherEd,0,Man,0,Dev,12,7,13,1
<35,No,Undergraduate,1,Man,1,Dev,8,3,10,0
<35,No,Undergraduate,1,Man,0,Dev,8,3,16,1
>35,No,Undergraduate,1,Man,0,Dev,25,12,9,1
>35,No,Master,1,Man,0,NotDev,6,2,17,0
<35,No,Undergraduate,1,Woman,0,Dev,9,9,15,1
<35,No,Undergraduate,1,Woman,1,Dev,8,2,11,0
<35,No,Other,1,Man,0,Dev,15,10,15,1
<35,No,Undergraduate,1,Man,0,Dev,7,3,11,1
<35,No,Undergraduate,1,Man,0,Dev,4,1,7,1
>35,No,Other,1,Man,0,Dev,22,15,14,0
<35,No,Master,1,Man,0,Dev,13,5,4,0
<35,No,Master,1,Man,0,Dev,15,11,11,1
<35,No,Master,1,Man,0,Dev,23,9,4,0
>35,No,Other,0,Man,0,Dev,35,30,22,1
<35,No,Other,1,Man,0,Dev,2,2,18,1
<35,No,Undergraduate,1,NonBinary,0,Dev,11,10,17,1
>35,No,Master,1,Woman,0,Dev,22,19,1,0
>35,No,Undergraduate,1,Man,0,Dev,20,20,8,0
>35,No,Undergraduate,1,Man,1,Dev,15,9,13,1
<35,No,Undergraduate,1,Man,0,Dev,10,7,24,1
<35,No,Master,1,Man,0,Dev,10,7,16,1
<35,No,Undergraduate,1,Man,0,NotDev,5,2,18,1
<35,No,Master,1,Man,0,Dev,6,3,6,0
<35,No,Master,1,Man,0,Dev,7,7,18,0
>35,No,Undergraduate,1,Man,0,Dev,22,16,12,0
<35,No,Undergraduate,1,Man,0,Dev,12,9,18,1
<35,No,Undergraduate,1,Man,0,Dev,9,8,10,0
<35,No,Undergraduate,1,Man,1,Dev,6,3,7,0
<35,No,Undergraduate,1,Man,0,Dev,6,6,15,1
>35,No,Other,1,Woman,0,Dev,11,11,12,0
<35,No,Undergraduate,1,Man,0,Dev,5,1,11,0
<35,No,PhD,1,Man,0,NotDev,13,3,2,0
<35,No,Undergraduate,1,Man,0,Dev,7,1,15,1
<35,No,Master,1,Man,1,Dev,15,10,16,0
>35,No,Master,1,Man,0,Dev,13,0,12,0
<35,No,Undergraduate,1,Man,0,Dev,5,3,11,1
>35,No,Undergraduate,1,Man,0,Dev,15,10,11,0
>35,No,Master,1,Man,0,Dev,10,5,12,1
>35,No,Undergraduate,1,Woman,1,Dev,4,0,22,1
<35,No,Undergraduate,1,Man,0,Dev,3,3,7,0
<35,No,Master,1,Woman,0,Dev,5,2,6,0
>35,No,Other,1,Man,0,Dev,30,19,10,0
<35,No,Undergraduate,1,Woman,1,Dev,12,9,14,0
>35,No,Other,0,Man,0,Dev,25,17,26,1
>35,No,Master,1,Man,0,Dev,12,5,2,0
>35,No,Undergraduate,1,NonBinary,0,Dev,25,25,20,1
>35,No,Other,1,Man,0,Dev,35,30,22,1
<35,Yes,Undergraduate,1,Woman,1,Dev,9,7,42,1
<35,No,Undergraduate,1,Man,0,Dev,2,1,15,1
<35,No,Master,1,Man,0,NotDev,12,7,4,0
<35,No,Master,1,Woman,0,Dev,3,3,13,1
<35,No,Undergraduate,1,Man,1,Dev,23,11,11,0
<35,No,NoHigherEd,1,Man,0,Dev,17,13,43,1
>35,No,Undergraduate,1,Man,1,Dev,17,17,26,1
>35,No,Undergraduate,1,Man,0,Dev,18,10,8,0
<35,No,Master,1,Man,0,NotDev,9,4,24,1
<35,No,Undergraduate,1,Man,0,NotDev,8,3,10,1
>35,No,Undergraduate,1,Man,0,Dev,21,15,8,0
>35,No,Master,1,Man,1,Dev,21,15,6,0
<35,No,Master,1,Man,0,Dev,6,3,21,1
<35,Yes,Undergraduate,1,Man,0,Dev,7,3,17,0
>35,No,Other,0,Man,0,Dev,20,15,14,1
<35,No,Undergraduate,1,Man,0,Dev,13,11,19,1
<35,No,Undergraduate,1,Man,0,Dev,10,6,11,1
>35,No,Undergraduate,1,Man,0,NotDev,10,2,22,0
<35,No,Master,1,Man,0,Dev,7,3,15,1
<35,No,Undergraduate,1,Man,1,Dev,16,12,13,1
<35,No,Undergraduate,1,Man,0,Dev,7,2,13,0
>35,Yes,NoHigherEd,1,Man,0,Dev,23,21,21,0
<35,No,Other,1,Man,0,Dev,19,8,13,0
>35,No,Undergraduate,1,Man,0,Dev,20,20,10,0
<35,No,Other,1,Man,1,Dev,8,5,20,0
<35,No,Undergraduate,1,Man,0,Dev,4,0,16,0
<35,No,Master,1,Man,0,Dev,0,7,4,0
>35,No,Undergraduate,1,Man,0,Dev,40,30,14,1
<35,No,Other,0,Man,0,Dev,18,10,24,1
>35,No,Master,1,Man,0,Dev,29,18,7,0
<35,No,Undergraduate,1,Man,0,Dev,9,4,9,0
<35,No,Master,0,Man,1,Dev,20,10,13,1
<35,No,Undergraduate,1,Man,1,Dev,8,3,4,0
<35,No,Undergraduate,1,Man,1,Dev,7,4,11,0
>35,No,Other,1,Man,0,Dev,30,20,45,1
<35,No,Undergraduate,1,Man,0,NotDev,17,3,11,1
<35,No,Other,1,Man,1,Dev,10,8,6,0
<35,No,Master,1,Man,0,Dev,7,2,7,1
<35,No,Other,1,Woman,0,Dev,10,5,17,1
<35,No,Undergraduate,1,Man,0,Dev,16,5,7,0
<35,No,Undergraduate,1,Man,0,Dev,3,1,12,1
<35,No,Undergraduate,1,Man,0,Dev,6,4,18,1
<35,No,Undergraduate,1,Man,0,Dev,11,1,10,1
<35,No,Undergraduate,1,Man,0,Dev,15,12,10,0
<35,No,Other,1,Man,0,Dev,12,3,17,1
<35,No,Undergraduate,1,Man,1,Dev,10,9,36,1
<35,No,Undergraduate,1,Man,0,Dev,5,1,24,1
>35,No,Undergraduate,1,Man,0,Dev,27,21,11,0
<35,No,Master,1,Man,0,Dev,20,10,4,0
<35,No,Undergraduate,0,Man,0,Dev,10,2,20,1
>35,No,Master,1,Man,0,Dev,20,14,14,0
<35,No,Other,1,Man,1,Dev,18,12,18,1
>35,No,Other,1,Man,1,Dev,20,7,13,1
>35,No,Undergraduate,0,Man,0,Dev,17,13,15,1
>35,No,Undergraduate,0,Man,1,Dev,21,21,7,0
<35,No,Undergraduate,1,Man,0,Dev,5,2,12,1
>35,No,Master,1,Man,0,Dev,20,15,13,1
<35,No,Undergraduate,1,Man,0,Dev,6,4,17,1
>35,No,Undergraduate,1,Man,0,Dev,25,17,15,0
<35,No,Undergraduate,1,Man,1,Dev,15,8,11,0
<35,No,Master,0,Woman,0,Dev,10,7,4,0
>35,No,Master,1,Man,0,Dev,25,18,9,0
>35,No,Master,1,Man,0,Dev,21,16,24,1
>35,No,Other,1,Man,0,Dev,20,10,28,1
>35,No,Other,1,Man,0,Dev,42,36,7,1
<35,No,NoHigherEd,1,Man,1,Dev,7,4,19,1
<35,No,Master,1,Man,0,Dev,7,3,11,0
<35,No,Undergraduate,1,Man,0,Dev,9,2,8,0
<35,No,Undergraduate,1,Woman,1,Dev,6,1,13,1
>35,No,Master,1,Man,0,Dev,24,17,5,0
<35,No,Undergraduate,1,Man,0,Dev,7,7,26,1
<35,No,Undergraduate,1,Man,1,Dev,7,3,17,1
>35,No,Undergraduate,1,Man,0,Dev,20,15,12,0
<35,No,Master,1,Man,0,Dev,5,0,14,1
>35,No,Undergraduate,1,Man,0,Dev,30,22,12,0
>35,No,Master,1,Man,1,Dev,20,14,7,0
<35,No,Undergraduate,1,Woman,1,Dev,7,2,11,0
<35,No,Undergraduate,1,Man,0,Dev,7,3,9,0
<35,No,Undergraduate,1,Man,0,Dev,6,4,29,1
<35,No,Master,1,Man,0,Dev,8,3,15,1
>35,No,Master,1,Man,0,NotDev,25,20,8,0
>35,No,Other,1,Man,1,Dev,22,16,22,1
>35,No,Other,1,Man,0,Dev,24,15,8,0
>35,No,Undergraduate,1,Man,0,Dev,25,15,19,0
<35,No,Undergraduate,0,Man,0,Dev,9,1,13,0
<35,No,Other,1,Man,0,Dev,11,5,13,1
<35,No,Undergraduate,1,Man,0,Dev,15,7,10,0
>35,No,Master,1,Man,0,Dev,18,18,34,1
<35,No,Undergraduate,1,Man,0,Dev,15,9,6,0
>35,No,Other,1,Man,0,NotDev,5,5,8,0
>35,No,Master,0,Man,0,Dev,23,20,26,1
>35,No,Undergraduate,1,Woman,0,Dev,24,15,8,0
>35,No,Other,1,Man,1,NotDev,14,10,36,1
<35,No,Undergraduate,1,Man,0,Dev,7,3,11,1
>35,No,PhD,1,Man,0,NotDev,40,35,8,0
<35,No,Undergraduate,1,Man,0,Dev,10,8,22,1
<35,No,Undergraduate,1,Man,1,Dev,10,4,15,1
<35,No,Other,1,Man,1,Dev,18,4,28,1
<35,No,Undergraduate,1,Man,0,Dev,12,8,6,0
>35,No,Undergraduate,1,Man,1,Dev,28,18,12,1
<35,No,Other,1,Man,0,Dev,10,3,23,1
>35,No,Undergraduate,1,NonBinary,0,Dev,8,6,12,0
<35,No,Undergraduate,1,Man,0,Dev,4,1,21,1
<35,No,Undergraduate,1,Man,1,Dev,18,13,15,1
<35,No,Master,1,Woman,0,Dev,5,4,14,0
<35,No,Master,1,Man,1,Dev,10,4,17,0
<35,No,Master,1,Man,0,Dev,12,7,33,1
<35,No,Undergraduate,1,Man,0,Dev,8,2,1,0
<35,No,Undergraduate,0,Man,0,Dev,14,14,17,1
<35,No,Undergraduate,1,Man,0,Dev,6,3,10,0
<35,No,Undergraduate,1,Man,0,Dev,5,2,19,1
<35,No,Master,1,Man,0,Dev,7,3,13,1
<35,No,Undergraduate,1,Man,0,Dev,6,0,12,1
<35,No,Undergraduate,1,Man,0,Dev,4,0,7,0
<35,No,Master,1,Man,0,Dev,6,6,14,1
>35,No,Undergraduate,1,Man,1,Dev,25,20,12,1
<35,No,NoHigherEd,1,Man,0,Dev,12,9,10,0
<35,No,Undergraduate,1,Man,0,Dev,10,5,3,0
<35,No,Master,1,Man,0,NotDev,1,4,7,0
<35,No,Undergraduate,1,Woman,1,Dev,10,5,14,1
>35,No,Undergraduate,1,Man,0,Dev,21,17,14,1
<35,No,Undergraduate,1,Man,0,Dev,14,10,13,1
