Age,Accessibility,EdLevel,Employment,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,ComputerSkills,Employed
>35,No,Other,1,Man,No,NotDev,7,4,15,0
>35,No,Undergraduate,1,Man,No,Dev,12,4,15,0
>35,No,Master,1,Man,No,Dev,17,11,12,0
>35,No,Undergraduate,0,Man,No,Dev,5,3,11,0
>35,No,Undergraduate,1,Man,No,Dev,20,17,13,1
<35,No,Other,1,Man,Yes,Dev,12,4,9,0
>35,No,Undergraduate,1,Man,No,Dev,30,20,16,1
>35,No,Other,1,Man,Yes,Dev,8,7,22,0
>35,No,Other,1,Man,Yes,Dev,21,15,16,1
<35,No,Undergraduate,1,Man,Yes,Dev,7,4,21,1
>35,No,Other,1,Man,Yes,Dev,25,15,21,1
>35,No,Other,1,Man,No,Dev,41,32,8,0
>35,No,PhD,1,Man,No,Dev,15,12,14,0
<35,No,Undergraduate,1,Man,No,Dev,6,2,18,1
<35,No,Undergraduate,1,NonBinary,No,Dev,8,5,16,1
>35,No,Master,1,Man,Yes,Dev,28,15,17,0
<35,No,Undergraduate,0,Man,No,Dev,8,5,19,1
>35,No,PhD,1,Man,No,Dev,20,15,6,0
>35,No,Undergraduate,1,Man,Yes,Dev,24,21,13,0
>35,No,Undergraduate,1,Man,Yes,Dev,18,11,13,0
>35,No,Other,1,Man,Yes,Dev,18,17,14,0
>35,No,Other,0,Man,No,NotDev,20,10,21,1
<35,No,Other,1,Man,Yes,Dev,6,3,8,0
<35,No,Master,1,Man,Yes,Dev,8,7,11,0
<35,No,Undergraduate,1,Man,No,Dev,5,3,8,0
>35,No,Undergraduate,1,Man,Yes,Dev,35,29,20,1
<35,No,Undergraduate,1,Man,No,Dev,13,10,22,1
<35,Yes,Undergraduate,1,Man,Yes,Dev,20,13,33,1
>35,No,Master,1,Man,No,Dev,21,8,7,0
>35,No,Undergraduate,1,Man,No,Dev,26,21,23,1
<35,Yes,Undergraduate,1,Man,No,Dev,15,4,22,1
<35,No,Undergraduate,1,Woman,Yes,Dev,8,3,11,0
>35,No,Other,1,Man,Yes,Dev,25,25,9,0
>35,No,Other,1,Man,No,Dev,43,33,9,1
<35,No,Undergraduate,1,Man,No,Dev,17,14,15,0
>35,No,Undergraduate,1,Man,Yes,Dev,37,24,11,0
<35,No,Other,1,Man,No,Dev,7,5,4,0
<35,No,Undergraduate,1,Man,Yes,Dev,11,8,14,1
>35,No,Master,1,Man,Yes,NotDev,6,4,6,0
<35,No,Undergraduate,1,Man,Yes,Dev,9,4,9,0
<35,No,Undergraduate,1,Man,Yes,Dev,8,3,14,0
<35,No,Undergraduate,1,Man,No,Dev,11,4,7,0
<35,No,Master,1,Man,No,Dev,1,0,15,1
>35,Yes,Undergraduate,1,Man,Yes,Dev,34,30,13,0
<35,No,Undergraduate,1,Man,No,Dev,14,5,15,1
>35,No,Undergraduate,1,Man,Yes,Dev,30,25,11,0
>35,Yes,Undergraduate,1,Woman,Yes,Dev,40,12,13,0
>35,No,Other,1,Man,No,Dev,7,3,17,0
>35,No,Undergraduate,0,Man,Yes,Dev,20,13,5,0
<35,No,Master,1,Man,No,Dev,15,15,21,1
<35,No,Undergraduate,1,Man,No,Dev,7,4,21,0
<35,No,Undergraduate,1,Man,No,Dev,15,7,10,0
<35,No,Other,1,Man,No,Dev,8,5,14,1
<35,No,Undergraduate,0,Man,Yes,Dev,12,6,8,0
<35,No,Undergraduate,1,Man,Yes,Dev,13,4,17,0
<35,No,Undergraduate,1,NonBinary,No,Dev,8,5,15,0
>35,No,PhD,1,Man,No,NotDev,15,8,5,0
<35,No,Undergraduate,1,Man,No,Dev,14,7,22,1
>35,No,Master,1,Man,No,Dev,30,17,6,0
<35,No,Undergraduate,1,Woman,No,Dev,8,0,15,0
>35,No,NoHigherEd,1,Man,Yes,Dev,25,25,15,1
>35,No,Other,1,Man,No,Dev,20,20,17,0
>35,No,Undergraduate,1,Man,No,Dev,3,5,10,0
<35,No,Master,1,Man,No,Dev,6,0,9,0
<35,No,Undergraduate,1,Man,No,Dev,16,9,17,1
<35,Yes,Other,1,Man,No,Dev,5,3,10,0
>35,No,Undergraduate,1,Man,No,Dev,6,5,9,1
<35,No,Undergraduate,1,Man,No,Dev,18,11,15,1
<35,No,Undergraduate,1,Man,Yes,Dev,7,2,15,1
<35,No,Undergraduate,1,Man,No,Dev,14,11,13,1
<35,No,Undergraduate,1,Woman,Yes,Dev,10,9,17,0
>35,No,PhD,1,Man,Yes,Dev,15,12,4,0
<35,No,Undergraduate,1,Man,No,Dev,5,1,8,0
<35,No,Undergraduate,1,Man,No,Dev,18,6,18,0
<35,No,Master,0,Man,No,Dev,16,11,9,0
>35,No,Undergraduate,1,Man,No,Dev,20,10,26,1
>35,No,Undergraduate,1,Man,Yes,Dev,10,4,12,0
>35,No,Master,1,Man,Yes,Dev,15,10,11,0
>35,No,Master,1,Man,No,Dev,20,18,12,0
<35,No,Undergraduate,1,Man,Yes,Dev,8,3,5,0
<35,No,Other,1,Man,Yes,Dev,4,7,14,1
<35,No,Other,0,Man,No,Dev,8,5,26,1
>35,No,Undergraduate,0,Man,No,Dev,16,13,15,0
<35,No,Undergraduate,1,Man,No,Dev,17,11,18,1
<35,No,Undergraduate,1,NonBinary,No,NotDev,12,4,18,1
<35,No,Master,1,Man,Yes,Dev,13,7,28,1
<35,No,Undergraduate,0,Man,No,Dev,10,6,12,0
<35,No,Undergraduate,1,Man,Yes,Dev,8,4,14,0
>35,No,Other,0,Man,No,Dev,30,25,10,0
>35,No,Undergraduate,0,Man,Yes,Dev,18,12,10,1
>35,No,Other,1,Man,Yes,Dev,22,13,22,1
<35,Yes,Undergraduate,1,Man,Yes,Dev,15,7,26,1
>35,No,Undergraduate,1,Man,No,Dev,24,12,29,1
>35,Yes,Master,1,Man,Yes,Dev,30,21,14,0
<35,No,Undergraduate,1,Man,Yes,Dev,12,7,16,0
<35,No,Other,1,Man,Yes,Dev,8,5,11,1
<35,No,Undergraduate,1,Man,Yes,Dev,8,5,4,0
>35,No,Undergraduate,1,Man,No,Dev,20,5,13,0
<35,No,Other,1,Man,Yes,Dev,6,4,24,1
<35,No,Undergraduate,1,Man,Yes,Dev,18,10,18,1
>35,No,Undergraduate,1,Man,Yes,Dev,19,5,9,0
<35,No,Undergraduate,1,Man,No,Dev,7,3,14,0
>35,No,Undergraduate,1,Man,No,Dev,40,12,7,1
>35,No,Undergraduate,1,Man,No,Dev,38,30,6,0
>35,No,Other,1,Man,Yes,Dev,6,6,9,0
<35,No,Undergraduate,1,Man,No,Dev,8,6,12,1
>35,No,Master,1,Man,Yes,Dev,17,17,12,0
<35,No,Undergraduate,1,Man,No,Dev,7,3,23,1
>35,No,Undergraduate,1,NonBinary,Yes,Dev,26,15,5,0
<35,No,Undergraduate,1,Man,No,Dev,6,0,19,1
<35,No,Other,1,Man,Yes,Dev,20,10,35,1
>35,No,Undergraduate,1,Man,Yes,Dev,30,27,4,0
<35,No,Undergraduate,1,Man,Yes,Dev,9,5,6,0
<35,No,Other,1,Man,Yes,Dev,10,8,20,1
<35,No,Master,1,Man,No,Dev,10,3,20,1
>35,No,Undergraduate,1,Man,No,Dev,21,18,16,0
>35,No,PhD,1,Man,No,Dev,20,15,2,0
<35,No,Other,1,Man,No,Dev,9,3,12,0
<35,No,PhD,1,Man,No,NotDev,16,4,8,0
<35,No,Other,1,NonBinary,Yes,Dev,8,6,27,1
>35,No,Master,0,Man,No,Dev,25,21,23,1
<35,No,Undergraduate,1,Man,No,Dev,13,8,7,0
<35,No,Undergraduate,1,Man,No,Dev,5,0,13,0
>35,No,Master,1,Man,No,Dev,16,10,28,1
<35,No,Undergraduate,1,Man,No,Dev,8,5,27,1
<35,No,Undergraduate,1,Man,No,Dev,10,4,11,0
<35,No,Undergraduate,1,Man,No,Dev,15,7,4,0
>35,No,Master,1,Man,No,Dev,17,9,8,0
<35,Yes,Master,0,Man,No,Dev,5,1,8,0
>35,No,Other,1,Man,Yes,Dev,26,24,15,1
<35,No,Undergraduate,1,Man,No,Dev,18,5,15,1
<35,No,Undergraduate,1,Man,No,Dev,4,4,16,1
<35,No,Undergraduate,0,Man,Yes,Dev,5,3,7,0
<35,No,Undergraduate,1,Man,No,Dev,4,3,10,0
>35,No,Undergraduate,1,Man,No,Dev,35,26,27,1
<35,No,Undergraduate,0,Man,Yes,Dev,15,1,3,0
<35,No,Undergraduate,1,Man,No,Dev,14,10,14,0
<35,No,Other,0,Man,No,Dev,16,9,6,0
<35,No,Master,1,Man,No,Dev,11,7,5,0
>35,No,Master,0,Man,No,Dev,30,10,10,0
<35,No,Undergraduate,1,Man,No,Dev,7,2,14,1
<35,No,Undergraduate,0,Man,No,Dev,15,11,16,1
>35,No,Undergraduate,1,Man,No,Dev,32,30,17,1
<35,No,NoHigherEd,1,Woman,Yes,Dev,12,0,22,0
<35,No,Master,1,Man,No,Dev,13,5,14,1
<35,No,Undergraduate,1,Man,No,Dev,16,8,28,1
>35,No,Undergraduate,1,Man,No,Dev,28,25,8,0
<35,No,NoHigherEd,1,Man,Yes,NotDev,5,3,7,0
<35,No,Undergraduate,0,Man,No,Dev,4,2,18,0
<35,No,Undergraduate,1,Man,No,Dev,4,2,10,0
<35,No,Master,1,Man,No,Dev,12,5,11,1
>35,No,Undergraduate,1,Man,No,Dev,16,13,7,0
<35,No,Undergraduate,0,Woman,Yes,Dev,5,1,19,1
<35,No,Undergraduate,0,Man,No,Dev,8,8,13,0
>35,No,Undergraduate,1,Man,No,Dev,32,20,12,1
<35,No,NoHigherEd,1,Man,No,Dev,7,3,10,0
>35,No,Undergraduate,1,Man,No,NotDev,35,23,23,1
>35,No,Other,1,Man,No,Dev,25,17,11,0
<35,No,Undergraduate,1,Man,No,Dev,7,4,8,0
<35,No,Undergraduate,1,Man,No,Dev,15,10,14,0
<35,No,Undergraduate,0,Man,Yes,Dev,17,7,21,1
<35,No,Undergraduate,1,Man,No,Dev,9,7,28,1
<35,No,Master,1,Man,No,Dev,6,5,13,0
<35,No,Master,1,Man,No,Dev,8,7,12,1
>35,No,Master,1,Man,No,Dev,20,15,12,0
<35,No,Undergraduate,1,Man,No,Dev,7,4,21,1
<35,No,Undergraduate,1,Man,No,NotDev,12,12,21,1
>35,No,PhD,1,Man,No,Dev,25,18,9,0
<35,No,Undergraduate,1,Man,Yes,Dev,21,10,17,1
<35,No,Undergraduate,1,Man,No,Dev,9,6,10,0
<35,No,Undergraduate,1,Man,No,Dev,18,12,16,1
<35,No,Undergraduate,0,Man,No,Dev,1,1,10,0
<35,No,Undergraduate,1,Man,No,Dev,10,6,14,1
>35,No,Master,1,Man,No,Dev,20,14,29,1
<35,No,Master,1,Man,No,Dev,15,4,17,0
<35,No,Other,1,Man,No,Dev,6,3,10,1
>35,No,Undergraduate,1,Man,No,Dev,20,18,17,1
<35,No,Other,1,Man,No,NotDev,11,8,16,0
>35,No,NoHigherEd,0,Man,No,Dev,24,21,11,0
<35,No,Undergraduate,1,Man,No,Dev,18,7,11,0
>35,No,Other,0,Man,Yes,Dev,32,31,25,1
<35,No,Undergraduate,1,Man,No,Dev,2,0,23,1
<35,No,Undergraduate,1,Man,No,Dev,12,6,13,0
>35,No,PhD,0,Man,No,Dev,20,16,8,0
>35,No,Undergraduate,1,Man,No,Dev,20,16,25,1
>35,No,Other,0,Man,No,Dev,38,31,13,1
<35,No,Undergraduate,1,Man,No,Dev,20,11,23,1
<35,No,Other,1,Man,No,Dev,10,5,5,0
<35,No,Undergraduate,1,Man,No,Dev,11,7,6,0
<35,No,Undergraduate,1,Man,No,Dev,19,12,14,1
>35,No,Master,0,Man,No,NotDev,30,21,4,0
<35,No,Undergraduate,1,Man,No,Dev,6,2,20,1
<35,No,Undergraduate,1,Man,No,Dev,7,6,24,1
<35,No,Undergraduate,1,Man,No,Dev,4,0,13,0
<35,No,Master,1,Man,Yes,Dev,14,3,16,1
>35,No,Undergraduate,1,Man,Yes,NotDev,20,6,12,1
>35,Yes,NoHigherEd,0,Man,No,NotDev,40,15,5,0
>35,Yes,Undergraduate,1,Man,No,Dev,28,20,8,0
<35,No,PhD,1,Man,Yes,Dev,3,0,13,0
>35,No,Master,1,Man,No,Dev,27,25,37,1
<35,No,Undergraduate,1,Man,No,Dev,4,2,10,0
>35,No,Master,0,Man,No,Dev,10,16,21,1
<35,No,Undergraduate,1,Man,No,Dev,5,3,18,1
>35,No,PhD,1,Man,No,NotDev,38,22,14,0
<35,No,Undergraduate,0,Man,No,Dev,10,7,28,1
>35,No,Other,0,Man,No,Dev,11,11,9,0
<35,Yes,Undergraduate,1,Man,No,NotDev,5,1,11,0
>35,No,Undergraduate,1,Man,No,Dev,20,4,15,1
<35,No,Master,1,Man,Yes,Dev,17,10,11,0
<35,No,Master,1,Man,No,Dev,12,6,24,1
>35,No,Other,0,Man,No,Dev,8,2,6,0
<35,No,Master,1,Man,No,Dev,12,8,4,0
<35,No,Undergraduate,1,Man,No,Dev,5,3,3,0
<35,No,Undergraduate,1,Man,No,Dev,14,10,4,0
>35,No,Master,1,Man,No,Dev,15,12,5,0
>35,No,Other,1,Man,No,Dev,13,9,15,1
<35,No,NoHigherEd,1,Man,No,Dev,6,3,21,1
<35,No,Undergraduate,1,Woman,No,Dev,5,2,14,1
>35,No,Undergraduate,1,Man,No,NotDev,5,3,10,0
<35,No,Undergraduate,1,Man,No,Dev,20,13,20,1
<35,No,NoHigherEd,1,Man,No,Dev,11,3,21,1
<35,No,Undergraduate,1,Man,No,Dev,12,8,6,0
<35,No,Undergraduate,1,Man,No,Dev,5,2,22,1
>35,Yes,Undergraduate,1,Man,No,Dev,15,10,24,1
>35,No,Master,1,Man,No,Dev,31,23,13,0
<35,No,Undergraduate,1,Man,No,Dev,15,8,15,1
<35,No,Master,1,Man,No,Dev,7,6,22,1
<35,No,Undergraduate,1,Man,Yes,Dev,3,1,12,0
<35,No,Undergraduate,1,Man,No,Dev,6,3,10,0
<35,No,Master,1,Man,No,Dev,6,5,8,0
<35,No,Undergraduate,1,Man,No,Dev,8,4,18,1
<35,No,Master,1,Man,No,Dev,10,4,9,0
>35,No,Undergraduate,1,Man,No,Dev,25,17,17,1
<35,No,Other,0,Man,No,Dev,5,1,8,0
>35,No,Other,1,Man,No,Dev,24,18,12,1
<35,No,NoHigherEd,1,Man,Yes,Dev,15,10,14,1
>35,No,NoHigherEd,1,Man,No,Dev,24,23,14,1
>35,No,Master,1,Man,No,Dev,41,31,8,0
>35,No,Undergraduate,1,Man,No,Dev,18,14,26,1
<35,No,Master,1,Man,No,Dev,10,3,17,0
>35,No,Master,1,Man,Yes,NotDev,25,17,3,0
>35,No,Other,1,Man,No,Dev,37,18,3,0
>35,No,Other,0,Man,Yes,Dev,10,3,9,0
<35,No,Master,0,Man,Yes,NotDev,15,7,3,0
<35,No,Undergraduate,1,Woman,No,Dev,3,2,5,0
>35,No,Master,1,Woman,No,Dev,11,8,18,1
<35,No,Undergraduate,1,Man,No,Dev,10,5,8,0
<35,No,Undergraduate,1,Man,No,Dev,15,12,11,0
>35,No,Master,1,Man,No,Dev,34,16,19,1
>35,No,Master,1,Man,No,Dev,20,10,12,1
<35,No,Other,1,Man,No,Dev,13,8,18,1
>35,No,Undergraduate,0,Man,No,NotDev,20,20,7,0
<35,No,Master,1,Man,No,Dev,8,5,16,0
>35,No,Master,1,Man,No,Dev,30,20,13,1
<35,No,Undergraduate,1,Man,No,Dev,10,6,16,1
<35,No,Undergraduate,1,Man,No,Dev,10,7,16,1
>35,No,Other,1,Man,Yes,Dev,13,11,11,1
<35,No,Undergraduate,1,Man,No,Dev,10,7,12,1
<35,No,Undergraduate,1,Man,No,Dev,13,9,10,1
<35,No,Undergraduate,1,Man,No,Dev,6,2,17,1
<35,No,Undergraduate,1,Woman,No,Dev,7,4,12,0
>35,No,Undergraduate,0,Man,No,Dev,25,20,11,0
<35,No,Undergraduate,1,Man,No,Dev,6,2,13,0
<35,No,Master,1,Man,Yes,NotDev,1,1,16,1
<35,No,Other,1,Man,No,Dev,14,7,14,0
<35,No,Undergraduate,1,Man,Yes,Dev,15,9,13,0
>35,No,PhD,0,Man,Yes,Dev,40,25,6,0
>35,No,Undergraduate,1,Man,No,Dev,8,4,13,0
<35,No,Undergraduate,0,Man,No,NotDev,2,1,8,0
<35,No,Undergraduate,1,Man,No,Dev,10,7,21,1
<35,No,Undergraduate,1,Man,No,Dev,7,0,15,1
>35,No,PhD,1,Man,No,Dev,35,25,15,1
<35,No,Undergraduate,1,Man,No,Dev,8,4,22,1
<35,No,Master,0,Man,Yes,Dev,15,12,18,1
<35,No,Other,1,Man,Yes,Dev,10,5,11,0
<35,No,Master,1,Man,No,Dev,16,5,11,1
<35,No,Undergraduate,1,Man,Yes,Dev,7,2,15,1
<35,No,NoHigherEd,1,Man,Yes,Dev,8,5,22,1
<35,No,Undergraduate,1,Man,No,Dev,2,2,9,0
>35,No,Master,1,Man,No,NotDev,39,23,20,0
<35,No,Undergraduate,0,Man,Yes,NotDev,7,5,19,0
<35,No,Undergraduate,1,Man,No,Dev,6,2,20,1
<35,No,Master,1,Man,No,Dev,7,6,24,1
<35,No,Undergraduate,1,Man,Yes,Dev,13,11,20,0
>35,No,Other,1,Man,No,Dev,34,23,12,1
>35,No,Undergraduate,1,Man,No,Dev,20,20,8,0
<35,No,Undergraduate,1,Man,No,Dev,8,7,16,1
<35,No,Undergraduate,1,Man,Yes,Dev,12,7,12,0
<35,No,Undergraduate,1,Man,No,Dev,7,5,15,0
<35,No,Undergraduate,1,Man,No,Dev,10,6,11,0
<35,No,Other,1,Man,No,Dev,9,7,10,1
<35,No,Undergraduate,1,Man,Yes,Dev,15,8,11,0
>35,No,Master,0,Man,Yes,Dev,39,27,24,1
<35,No,Undergraduate,1,Man,No,Dev,10,10,12,0
>35,No,PhD,1,Man,No,Dev,25,14,3,0
>35,No,Undergraduate,1,Man,Yes,Dev,26,24,11,1
>35,No,Undergraduate,1,Man,No,Dev,35,31,7,1
>35,No,Undergraduate,1,Man,No,Dev,33,22,23,1
>35,No,Master,1,Man,Yes,Dev,22,12,16,1
<35,No,Undergraduate,0,Man,No,Dev,13,8,11,1
<35,No,Master,1,Man,No,Dev,10,2,9,0
<35,No,Undergraduate,1,Man,No,Dev,14,8,9,0
>35,No,Master,1,Man,No,Dev,9,4,13,1
<35,No,Master,1,Man,No,Dev,16,9,14,0
<35,No,Undergraduate,1,Man,Yes,Dev,15,4,13,0
<35,No,Undergraduate,1,Man,No,Dev,15,10,22,1
>35,No,Other,1,Man,No,Dev,32,7,1,0
>35,No,Master,1,Man,No,Dev,5,3,7,1
<35,No,Undergraduate,1,Man,No,NotDev,12,9,15,1
>35,No,Undergraduate,1,Man,No,Dev,30,25,12,1
>35,Yes,Other,0,Man,No,Dev,5,3,1,0
>35,No,Undergraduate,1,Man,No,NotDev,30,20,28,1
<35,No,Undergraduate,1,Man,No,Dev,6,2,13,1
<35,No,Undergraduate,0,Man,Yes,Dev,7,1,34,1
<35,No,Undergraduate,1,Man,No,Dev,9,3,18,1
<35,No,Master,1,Man,Yes,Dev,15,0,11,0
<35,No,NoHigherEd,1,Man,No,Dev,20,7,22,1
<35,No,Undergraduate,1,Man,No,NotDev,5,0,10,1
<35,No,Master,1,Man,No,NotDev,16,5,14,1
<35,No,Undergraduate,0,Woman,No,Dev,6,5,7,0
<35,No,Undergraduate,1,Man,No,Dev,6,2,6,0
<35,No,Other,1,Man,No,Dev,10,7,9,0
>35,No,Undergraduate,1,Man,No,Dev,16,13,5,0
>35,No,Undergraduate,1,Man,No,Dev,22,18,14,0
<35,No,Undergraduate,1,Man,No,Dev,12,5,24,0
>35,No,Undergraduate,1,Man,No,Dev,20,16,13,0
>35,No,Master,1,Man,No,Dev,25,18,12,1
>35,No,Undergraduate,1,Man,No,Dev,23,19,9,0
>35,No,PhD,1,Man,No,Dev,36,34,10,0
>35,No,Master,1,Man,No,Dev,45,23,10,1
>35,No,Undergraduate,1,Man,No,Dev,44,38,10,1
<35,No,Master,1,Man,No,Dev,10,3,18,1
<35,No,Other,0,Man,No,Dev,3,1,17,1
<35,No,Undergraduate,1,Man,No,NotDev,0,3,11,1
>35,No,Master,1,Man,No,Dev,18,14,22,0
<35,No,Undergraduate,0,Man,Yes,Dev,20,8,31,1
<35,No,Undergraduate,1,Man,No,Dev,18,11,17,1
>35,No,Other,1,Man,No,Dev,20,10,11,0
>35,No,Other,0,Man,No,Dev,20,15,14,1
>35,No,Other,1,Man,No,Dev,35,22,11,1
<35,No,Undergraduate,1,Man,No,Dev,14,9,14,0
>35,No,Master,1,Man,No,Dev,40,28,19,1
<35,No,Undergraduate,1,Man,No,Dev,11,9,21,1
<35,No,Undergraduate,1,Man,No,Dev,4,2,14,0
<35,No,Undergraduate,1,Man,No,Dev,10,7,6,0
>35,No,Undergraduate,0,Man,Yes,Dev,25,21,23,1
<35,No,Undergraduate,1,Man,Yes,Dev,5,3,8,0
>35,No,Master,1,Man,No,Dev,25,20,6,0
<35,No,NoHigherEd,1,Man,Yes,Dev,3,0,15,1
>35,No,Undergraduate,1,Man,No,Dev,15,15,6,0
<35,No,Undergraduate,1,Man,No,Dev,5,3,6,0
<35,No,Master,1,Man,No,Dev,18,11,9,0
<35,No,Undergraduate,1,Man,Yes,Dev,12,8,27,1
<35,No,Undergraduate,1,Man,No,Dev,8,2,7,0
>35,No,Master,1,Man,No,NotDev,15,3,3,0
<35,No,Undergraduate,1,Man,No,Dev,15,1,3,0
<35,No,Undergraduate,1,Man,Yes,Dev,6,3,11,1
>35,No,Master,1,Man,No,Dev,18,12,6,1
<35,No,Undergraduate,1,Man,No,Dev,10,3,19,1
>35,Yes,Master,0,Man,No,Dev,25,30,20,1
<35,No,Undergraduate,1,Man,No,Dev,3,1,6,0
>35,No,Undergraduate,1,Man,No,Dev,20,10,9,0
<35,No,Master,1,Man,No,Dev,15,4,7,0
<35,No,Master,1,Man,No,Dev,7,3,3,0
<35,No,NoHigherEd,0,Man,Yes,NotDev,2,0,3,0
<35,No,Undergraduate,0,Man,No,Dev,6,4,22,1
>35,No,Other,1,Man,No,Dev,40,27,14,1
<35,No,Other,0,Man,Yes,Dev,15,5,19,1
<35,No,Master,1,Man,No,Dev,18,9,17,1
>35,No,Master,1,Man,No,Dev,24,15,18,0
>35,No,Undergraduate,0,Woman,No,NotDev,15,10,6,0
>35,No,Undergraduate,1,Man,No,Dev,20,7,10,0
>35,No,Undergraduate,0,Man,No,Dev,30,20,3,0
>35,No,Undergraduate,1,Man,No,Dev,24,15,9,0
>35,No,Undergraduate,1,Man,No,Dev,37,29,5,0
<35,No,Master,1,Man,No,Dev,6,3,8,0
>35,No,Master,1,Man,No,NotDev,37,31,7,0
>35,No,Master,1,Man,No,Dev,4,3,23,1
>35,No,Undergraduate,1,Man,No,Dev,14,11,10,0
<35,No,Undergraduate,1,Man,No,Dev,3,2,15,1
<35,No,Undergraduate,1,Man,No,NotDev,2,2,6,0
>35,No,Undergraduate,1,Man,No,Dev,30,30,11,0
<35,No,Undergraduate,1,Man,No,Dev,8,8,13,0
<35,No,Undergraduate,1,Man,No,Dev,7,0,16,1
<35,No,Other,1,Man,Yes,Dev,5,4,10,0
<35,No,Other,1,Man,No,Dev,10,8,9,1
>35,No,Undergraduate,1,Man,No,Dev,14,8,11,1
<35,No,Master,1,Man,No,Dev,8,4,9,1
<35,No,Undergraduate,1,Man,No,Dev,20,10,8,0
<35,No,Undergraduate,1,NonBinary,No,Dev,13,10,25,1
<35,No,Undergraduate,1,Man,No,Dev,6,3,15,0
<35,No,Other,1,Man,Yes,Dev,10,8,20,1
>35,No,Master,1,Man,No,Dev,29,23,4,0
<35,No,Undergraduate,1,Man,No,Dev,6,3,17,1
<35,No,Undergraduate,1,Man,No,Dev,10,5,8,0
<35,No,Master,1,Man,No,Dev,18,8,8,0
>35,No,Undergraduate,0,Man,No,Dev,25,20,12,0
<35,No,NoHigherEd,0,Man,No,Dev,5,1,16,1
<35,No,Master,1,Man,No,Dev,10,3,15,0
<35,No,Undergraduate,1,Man,No,Dev,6,5,22,1
>35,No,Undergraduate,1,Man,No,Dev,40,30,6,0
>35,No,Undergraduate,0,Woman,No,Dev,12,10,15,0
>35,No,Undergraduate,1,Man,No,Dev,25,19,15,1
<35,No,Master,1,Man,No,Dev,3,2,10,0
<35,No,NoHigherEd,0,Man,No,Dev,20,10,30,1
<35,No,Undergraduate,1,Man,No,Dev,5,0,20,1
<35,No,Master,0,Man,No,Dev,15,11,6,0
>35,No,Master,1,Man,No,Dev,41,32,12,1
<35,No,Undergraduate,1,Man,No,Dev,6,1,4,0
<35,No,Undergraduate,1,Man,Yes,Dev,8,5,21,1
<35,No,Other,1,Man,Yes,Dev,18,14,39,1
>35,No,Undergraduate,1,NonBinary,No,Dev,25,20,23,1
<35,No,Other,1,Man,Yes,Dev,7,3,10,0
<35,No,Undergraduate,1,Man,No,Dev,15,9,23,1
<35,No,PhD,0,Man,No,Dev,10,5,5,0
<35,No,Undergraduate,1,Man,No,Dev,11,6,8,0
>35,Yes,Undergraduate,1,Man,No,Dev,34,24,14,1
<35,No,Other,1,Man,No,Dev,12,10,16,1
>35,No,Undergraduate,1,Man,No,Dev,18,15,14,1
<35,No,Undergraduate,1,Man,No,Dev,3,1,14,1
>35,No,PhD,1,Man,No,Dev,35,22,9,0
<35,No,Undergraduate,1,Man,Yes,Dev,5,1,4,0
<35,No,Master,0,Man,No,Dev,12,5,16,0
>35,No,PhD,1,Man,No,NotDev,40,30,6,0
<35,No,Undergraduate,1,Man,No,Dev,9,0,15,1
>35,No,Master,1,Man,No,Dev,14,10,8,0
>35,No,Master,1,Man,No,Dev,16,8,7,0
>35,No,Undergraduate,1,Man,No,Dev,40,29,13,1
>35,No,Other,1,Man,No,NotDev,15,7,24,1
<35,No,Undergraduate,1,Man,No,Dev,12,4,10,0
>35,No,Other,0,Man,No,Dev,20,15,16,0
<35,No,Other,1,Man,Yes,Dev,5,3,15,1
<35,No,Undergraduate,1,Man,No,Dev,6,2,13,0
<35,No,Undergraduate,0,Man,No,Dev,2,3,19,1
>35,No,Master,1,Man,No,Dev,17,7,18,1
>35,No,Undergraduate,1,Woman,No,Dev,27,21,9,0
<35,No,Undergraduate,1,Man,No,Dev,2,5,20,1
<35,No,Undergraduate,1,Man,No,Dev,11,8,31,1
>35,No,Undergraduate,1,Man,No,Dev,24,20,24,1
<35,No,Other,1,Man,No,Dev,25,15,9,0
<35,No,Master,1,Man,Yes,Dev,3,2,19,0
>35,No,Master,1,Man,No,Dev,12,10,31,1
<35,No,Undergraduate,1,Man,No,NotDev,17,14,15,0
<35,No,Undergraduate,1,Man,No,Dev,5,4,8,0
>35,No,Master,1,Man,No,NotDev,50,50,6,1
<35,No,Other,1,Man,No,Dev,2,2,18,1
<35,Yes,Undergraduate,1,Man,No,Dev,7,3,22,1
<35,No,Undergraduate,1,Woman,No,Dev,9,4,8,0
<35,No,Other,1,Man,No,Dev,5,2,5,0
<35,No,Undergraduate,1,Man,No,Dev,10,5,7,1
>35,No,NoHigherEd,1,Man,No,Dev,21,19,26,1
>35,No,Undergraduate,1,Man,No,Dev,25,17,13,0
>35,No,Undergraduate,1,Man,No,Dev,15,13,17,0
<35,No,Undergraduate,1,Man,No,Dev,7,3,6,0
<35,No,Undergraduate,1,Man,No,Dev,10,6,13,1
<35,No,Other,1,Man,No,Dev,14,4,19,0
>35,No,Undergraduate,0,Man,No,Dev,30,15,28,1
>35,No,Undergraduate,1,Man,No,Dev,37,30,14,1
>35,No,Master,1,Man,No,Dev,35,25,13,1
>35,No,Undergraduate,1,Man,No,Dev,12,10,9,0
<35,No,Undergraduate,1,Man,No,Dev,14,11,9,0
